,random1,random2,random3_r,random3_l,random4,random5_r,random5_l,random6_r,random6_l,random7_r,random7_l,random8_r,random8_l,Req,Leq,R3_left,R3_right,cocave,concave_L,nose,r0_left,r0_right,r1_left,r1_right,r2_left,r2_right,Mode1_frequency,Mode1_R_divide_Q,Mode1_shunt_impedance,Mode1_Q-factor,Mode2_frequency,Mode2_R_divide_Q
21,192.2862494,0.169916891,0.662949682,0.462631429,163.0384872,0.316919412,0.398831623,0.70636983,0.602894403,0.581406415,0.709673651,0.468333758,0.403090862,208.2862494,334.5811166,85.77131469,53.79780366,53.01762541,66.72076483,32.67268177,5.718899803,9.660719953,60.24740614,80.31983324,29.23325273,23.35183541,499.8417,279.03234,10991504,39391.508,674.47713,4.98E-06
22,173.6072612,0.087118167,0.505795585,0.336336161,104.4569833,0.596306619,0.517561002,0.39720035,0.415256425,0.35429913,0.455167288,0.547660667,0.24132485,189.6072612,314.8157427,105.1793797,78.32295621,93.8633556,81.46817561,15.12434634,3.421812034,3.878980603,12.73087804,11.62292612,19.1294911,34.35212818,499.84225,353.27099,11909594,33712.347,689.84841,37.088878
23,180.6778132,0.211534804,0.68613461,0.521561118,79.6228352,0.500866392,0.492997052,0.618956045,0.272407947,0.396926003,0.53438021,0.444576671,0.449924683,196.6778132,215.9378878,68.15752631,44.71268825,54.07801536,53.22837107,38.21964582,4.847723739,14.26648783,63.57939411,58.75738001,27.04027058,18.20410468,499.43552,236.85109,7350567.4,31034.552,915.72113,4.3981537
24,181.1826898,0.162734782,0.567326108,0.38941466,82.27977424,0.462890255,0.535701827,0.609824121,0.391418795,0.410064572,0.527464029,0.419430632,0.426872338,197.1826898,267.5288806,92.62455316,65.63574865,61.91825588,71.65785501,29.48472548,5.453478909,10.60733208,32.97638677,37.50777929,31.41729067,24.25779215,499.8747,295.59448,10119084,34232.994,776.33793,15.310027
25,184.1648236,0.169419121,0.626718679,0.433857206,91.15858492,0.327766399,0.574939961,0.49035251,0.412608122,0.347514602,0.576567773,0.44909552,0.400888119,200.1648236,264.3572696,86.59934234,57.09852223,43.32371513,75.99477917,31.20104263,5.451183327,9.982706582,39.59330628,50.32155416,27.93990737,24.03100289,499.8847,283.5029,9844684.7,34725.164,785.13489,19.534456
26,177.1007956,0.168255312,0.415672084,0.402477712,108.9974429,0.521125401,0.520788816,0.464201583,0.579307714,0.349101192,0.549722607,0.493753474,0.374313232,193.1007956,285.030671,88.01661405,86.07304817,74.26836133,74.22039286,29.79814963,7.772822517,9.00345897,34.04975844,22.05831884,25.99378745,33.76980016,499.40745,312.26638,10535594,33739.123,739.30469,18.422039
27,164.929475,0.334092434,0.802965555,0.26838754,63.23741296,0.631610572,0.563567187,0.939727866,0.337316551,0.211682319,0.659490627,0.562064104,0.030886646,180.929475,223.9401651,80.35137608,21.63985671,70.72148784,63.10266443,55.10168979,6.328949642,40.81955723,57.08279558,33.18884043,1.730776969,10.51790186,499.40484,212.31387,5359628,25243.89,896.87945,4.8874096
28,181.5300303,0.170982173,0.701228086,0.509696752,83.08886069,0.370990357,0.59649832,0.471905855,0.537962687,0.364739863,0.493642224,0.338420486,0.370864934,197.5300303,230.6619318,73.78653555,44.96267279,42.7866762,68.79472739,31.03839903,8.454909237,9.30478371,40.0316489,58.05164049,23.1715406,14.40583602,499.89529,257.28109,8354929.6,32473.935,865.74947,7.3176147
29,179.3374174,0.467754073,0.625113245,0.511715528,76.60047562,0.454666561,0.517968952,0.46899606,0.315314592,0.35555351,0.646087025,0.506044162,0.461315373,195.3374174,169.8155536,46.60753898,35.7835443,38.60472687,43.97959216,83.88580736,9.361146538,25.35388675,141.1889366,101.0059691,18.19209895,16.22587158,499.90776,166.82116,4227000.4,25338.515,885.91177,9.90E-06
30,183.3362845,0.310365021,0.772386461,0.640671294,109.9735325,0.485369284,0.400350515,0.544899312,0.699225076,0.352455213,0.623459967,0.297096127,0.568115307,199.3362845,200.8370648,45.43176615,28.77834396,48.74007115,40.20261121,56.90116984,14.98129469,20.07739051,151.2772844,85.09251981,23.9477471,7.927857671,499.915,206.20138,5994273.5,29069.997,881.45674,4.52E-06
31,186.7065524,0.204199346,0.694940784,0.631871034,117.2311899,0.305663803,0.527920082,0.72890597,0.58404182,0.53930288,0.342672437,0.22066109,0.488075327,202.7065524,226.6252744,54.69704225,45.32606336,34.6355716,59.82001667,38.1253558,14.63658283,12.80268056,44.8164757,125.9496482,23.97611312,9.607733226,499.92741,242.07635,7973016.2,32935.957,871.42998,4.19E-06
32,189.2166349,0.384669726,0.714730047,0.593147801,77.07305646,0.376042696,0.418511286,0.600031454,0.178564915,0.603709302,0.531801636,0.599623114,0.258894059,205.2166349,171.8132485,47.37009604,33.21418711,32.30455861,35.95289176,72.78591112,6.08517884,17.30753499,158.1765742,234.6165985,11.31579261,18.92481848,499.36635,184.01884,5178654.9,28141.982,865.91741,7.83E-07
33,179.46279,0.12566582,0.324662457,0.345758135,109.7354365,0.464055486,0.557837332,0.506015838,0.661541456,0.304377593,0.582432975,0.452206192,0.397547039,195.46279,321.6704736,102.6573862,105.9675186,74.6364739,89.71989932,22.55233874,6.229810638,7.938332029,23.2927749,12.99627474,30.19875159,36.47040324,499.36463,345.24001,12073863,34972.375,685.66955,45.783899
34,162.0160837,0.388818672,0.559706996,0.437040577,144.7349418,0.580892507,0.533981213,0.653378536,0.761194752,0.427148422,0.35520628,0.414510511,0.287330853,178.0160837,256.2247828,55.74492047,43.59834386,74.41952815,68.40961011,62.99487857,30.91874284,23.57828541,40.63292975,53.58986259,11.97722336,14.03335007,499.93624,225.90051,5825884.2,25789.601,793.94955,3.3651919
35,175.6369638,0.243820493,0.445072655,0.67917969,103.4079295,0.51917608,0.506686482,0.758986326,0.478449014,0.642572604,0.512061703,0.605929305,0.296948364,191.6369638,250.8111409,42.6091311,73.70160574,65.10757247,63.54130735,42.82389113,9.997391433,11.61737252,69.20783745,62.15004578,11.18767826,36.24642508,499.35473,259.38134,8052043,31043.262,814.38531,7.24308
36,181.366394,0.171405301,0.448630367,0.46177385,95.10459503,0.463252798,0.546556961,0.578912305,0.622075082,0.40748287,0.622893875,0.431168083,0.422963738,197.366394,260.8234056,80.88421287,82.85940531,60.41358629,71.27742395,31.0871613,7.292685049,10.66337686,45.87825155,33.11831117,28.18369982,30.25695589,499.35369,289.58597,9856170,34035.386,794.03361,13.848128
37,161.0918165,0.880712233,0.741879271,0.174089513,140.2925638,0.542355388,0.791777343,0.124866434,0.497922465,0.61531898,0.702599597,0.506310823,0.056969324,177.0918165,172.0344233,15.87092976,4.960121012,46.65189825,68.10647933,141.8755333,21.00926125,6.814813514,104.6981829,117.9610991,0.473998163,1.602816197,499.95504,114.12207,1790260.6,15687.243,890.15839,1.08E-06
38,181.6112192,0.156463522,0.491041773,0.423863692,92.62984598,0.403012968,0.586101404,0.534553455,0.750609143,0.37014992,0.640496099,0.383050947,0.399583614,197.6112192,269.1530422,88.26159812,77.97020579,54.23608324,78.87548792,28.415531,7.667843378,9.56718354,38.55719698,32.57326047,28.01499084,26.30776136,499.96262,297.17885,10233529,34435.591,777.51746,19.530163
39,182.8672861,0.149727955,0.475673996,0.418848804,106.942869,0.37977293,0.573561138,0.576320264,0.534445716,0.376221088,0.683889098,0.426994273,0.377414927,198.8672861,287.6657126,90.3614218,81.52584662,54.62382524,82.49693668,27.38034484,4.62574819,9.843136149,38.63886854,31.28700751,26.83595486,30.53963349,499.33594,305.58491,10772993,35253.68,743.74477,29.857165
40,171.6198598,0.235693837,0.453177124,0.559443323,88.83578555,0.575902336,0.530410849,0.69161247,0.471339776,0.395915729,0.680526906,0.59238288,0.240051956,187.6198598,232.2894264,57.78787071,71.72682041,66.88801166,61.60441592,40.44974322,6.090937572,16.8995878,75.60254311,35.65714649,11.89545531,34.32686187,499.98094,250.13091,7514979.7,30044.187,864.54101,3.5141409
41,168.0240756,0.24972347,0.388589391,0.619950867,146.326676,0.503717352,0.532250721,0.532497715,0.541729671,0.375721527,0.245550844,0.507916234,0.34201245,184.0240756,300.4810465,47.9107117,77.07718526,75.67875855,79.96562679,41.95955512,17.14918459,13.94848316,24.4765664,28.98456767,13.51001461,29.43108568,500.00048,285.10794,8620906.1,30237.341,706.19077,16.452729
42,180.2630838,0.215469254,0.634467547,0.507087094,86.5737025,0.494550773,0.496574094,0.55476212,0.566728726,0.417087372,0.589799418,0.433910515,0.430255329,196.2630838,225.991093,69.70869525,51.69430553,55.8820349,56.11066108,38.84115228,9.029497961,12.56036813,66.45434419,56.65616486,26.0504866,20.21262521,500.00554,245.60975,7779114.6,31672.661,883.55064,5.287412
43,190.3350817,0.449701587,0.364627686,0.324522225,83.62424675,0.244308597,0.539643191,0.264477763,0.438629995,0.249816917,0.821489536,0.122847801,0.571920097,206.3350817,225.1248082,70.75028071,66.54959092,27.49996303,60.74353495,85.59398831,6.702013036,16.9824245,119.9213098,66.28963159,29.40747568,7.202843198,499.29307,227.60667,7364291.4,32355.341,858.8858,4.74E-07
44,165.3328509,0.276763165,0.670637562,0.482050877,59.20454523,0.586810977,0.636030691,0.571736803,0.522913833,0.350026804,0.67170008,0.597610014,0.467351861,181.3328509,183.0718789,61.93366683,39.38345017,53.71429402,58.2196668,45.75804308,7.855400835,17.00431099,73.68165492,52.6914796,23.92900266,20.97804029,500.01159,190.83281,4905801.9,25707.33,981.57723,1.06E-07
45,177.6602537,0.227808784,0.413678635,0.577124236,106.8629658,0.46746943,0.52525833,0.690719409,0.639772788,0.512192901,0.552024865,0.554775146,0.436617817,193.6602537,267.73511,58.01334813,80.43607213,62.5789897,70.31504843,40.47256633,11.59953065,13.6367387,58.80237137,46.7840457,21.48920526,36.20995799,499.27405,275.79617,8982074.2,32567.799,776.65395,13.72306
46,177.3977038,0.183848446,0.439412216,0.446287384,109.168331,0.513710494,0.515232402,0.459861376,0.634296248,0.371440314,0.546261236,0.380784036,0.425490336,193.3977038,271.4959546,80.16840161,81.1638118,69.73516042,69.94175648,32.61429219,9.386549691,9.42717165,40.7141293,27.45003134,27.78993865,25.11081888,500.03037,295.92258,9876169.6,33374.167,766.44719,14.038286
47,178.4884073,0.20342321,0.922133863,0.398684748,32.06507815,0.692998987,0.414601661,0.238420529,0.652509863,0.420251605,0.569888591,0.50509149,0.064616112,194.4884073,203.0547496,85.49483572,11.07098582,70.35836788,42.09341823,36.3086847,10.19010267,5.018728695,62.57190388,60.7032647,4.842006564,5.140594522,499.26224,212.52113,5745237,27033.722,897.24944,4.56E-07
48,198.9169698,0.654961024,0.259089708,0.140371683,147.493085,0.235955066,0.309758279,0.643583854,0.108530407,0.458158522,0.744470842,0.384547519,0.077525285,214.9169698,265.4927297,58.99982236,50.85171671,31.32217731,41.11928549,130.2828622,3.613093395,45.43229532,122.3437622,102.5264893,2.785119635,14.25947846,499.26007,227.1688,8121466.1,35750.799,789.37264,2.55E-07
49,167.3191891,0.260544076,0.654763787,0.619579104,184.0060741,0.459543607,0.5865825,0.517555549,0.566452758,0.22514975,0.298884392,0.31179996,0.330549469,183.3191891,278.1413507,47.06763832,42.71440765,63.90903978,81.57642437,43.59402351,17.31331716,17.4824261,30.12360392,28.28885329,12.72141565,11.55094874,500.05153,260.89004,7559485.3,28975.753,749.31216,10.975271
50,185.4844564,0.16419335,0.635484948,0.621149836,98.19995656,0.396188766,0.534756887,0.581858954,0.450276751,0.462161481,0.618676141,0.385433701,0.501394742,201.4844564,215.6655885,58.73281595,56.51045585,42.72214163,57.66432933,30.45531423,5.229216074,9.530873582,68.14030573,67.83655127,26.68468234,20.49477359,500.05553,244.19263,7956355.7,32582.293,906.19404,1.74E-06
51,182.4282109,0.175612778,0.344654742,0.332047403,86.06623331,0.427113359,0.561372246,0.467987195,0.618356241,0.327315599,0.64807161,0.372839513,0.470160073,198.4282109,286.9750005,100.4543836,98.55834712,61.28542823,80.54990028,32.03672491,6.971739684,10.08540724,37.2997744,22.60250092,35.15136654,29.36540476,500.06403,312.85614,10883813,34788.555,745.93985,27.042906
52,156.3357885,0.588711479,0.512870669,0.487423748,196.59259,0.682097415,0.520768253,0.76205298,0.883576332,0.449004819,0.216517658,0.398689446,0.174656958,172.3357885,262.508989,32.9581995,31.32198498,89.52835136,68.35317383,92.03667328,63.71390147,38.64505047,31.05953,59.26091653,3.99777795,8.272097583,500.0691,173.79984,3321196.6,19109.319,786.5164,3.3917885
53,182.4749704,0.098982994,0.262599012,0.370146124,110.8695149,0.380390355,0.564149361,0.655067919,0.744918152,0.331776872,0.733756115,0.448662454,0.405848463,198.4749704,353.3462081,103.5561977,121.2383466,67.20474476,99.67001875,18.06191889,3.582218613,7.906271452,23.62028917,10.97241093,31.16945807,40.82117762,499.22798,326.42124,11657569,35713.268,670.55768,101.22591
54,184.0524772,0.091527457,0.66997418,0.256874469,112.4310362,0.44938323,0.470099678,0.681785435,0.684823457,0.312842277,0.098874805,0.403811659,0.408216808,200.0524772,360.9420557,124.2555098,55.18250252,81.10065347,84.83937217,16.84585525,10.39577389,7.892184252,2.710169642,16.26656211,36.0244865,19.61469395,500.08566,324.86949,11910986,36663.91,641.97718,84.652528
55,188.2633585,0.573327707,0.369357724,0.449392858,150.6470988,0.47137086,0.230853481,0.501309054,0.508502668,0.238034919,0.587456084,0.325639224,0.481536556,204.2633585,251.9619988,44.2284871,50.65745,59.38377197,29.0831523,107.9365997,22.64290556,41.22962166,179.7702735,41.55749392,18.40162349,11.68054571,500.08862,211.2987,6269178.8,29669.746,799.65728,1.60E-07
56,187.5800595,0.155722489,0.688660772,0.755690986,107.943835,0.413486608,0.466063102,0.622485791,0.457104867,0.86076795,0.910971634,0.365478894,0.576629092,203.5800595,206.5571891,38.69112713,49.30667703,42.70431571,48.1343421,29.21043369,1.188727347,2.531667488,137.4732894,133.1750197,21.13689575,17.11150916,500.09422,234.16778,7463034.8,31870.459,891.38898,1.10E-06
57,189.4601664,0.556543217,0.845741492,0.383408826,152.8798853,0.5529584,0.186685451,0.584516044,0.511139901,0.289489554,0.572187912,0.326581263,0.405334253,205.4601664,256.4886548,51.80438476,12.96039816,70.91377815,23.94135009,105.4427705,23.05736343,43.79088403,182.3211465,73.79811875,18.40185016,3.507884617,499.18863,204.49611,5583912.4,27305.715,785.33513,3.43E-08
58,184.8369817,0.23704834,0.346387529,0.284713217,66.50735178,0.37914895,0.567069513,0.410808077,0.587251371,0.292993267,0.72374579,0.202934684,0.494366213,200.8369817,268.2492424,100.8709453,92.1735301,50.85320935,76.05798359,43.81529973,7.108185134,12.72589427,52.59867509,30.13219989,35.7576658,15.36607927,499.18603,286.88401,9801976.2,34167.035,787.00247,19.434187
59,182.4591803,0.085973182,0.240067815,0.330763426,112.1988268,0.378699049,0.567397734,0.682828152,0.835565431,0.299290387,0.826960383,0.443130796,0.406974127,198.4591803,365.6705352,111.6103128,126.7358542,69.23954199,103.7403165,15.68659631,2.268060989,7.505475538,21.5898274,8.13794642,32.62487492,41.12699552,499.18596,329.03766,11658822,35433.093,659.73981,6.99E-07
60,166.540658,0.016703126,0.415695546,0.190305534,50.5699806,0.778741534,0.434590962,0.807407409,0.380514585,0.456268299,0.368630358,0.082724745,0.356427425,182.540658,315.7593446,132.594682,95.68505964,122.9474582,68.61307869,2.781749513,0.668302405,1.221224209,1.59201117,2.153534263,32.75299512,5.738646088,499.17575,349.77942,10565383,30205.845,742.99643,1.54E-06
61,180.9683783,0.184859628,0.484890957,0.41546321,82.75929663,0.439776008,0.571346491,0.502839914,0.594025331,0.412058173,0.684488552,0.367476327,0.415229469,196.9683783,255.2147547,86.22772904,75.98612047,56.11866297,72.9080273,33.45374714,6.269961243,9.890286481,49.16310143,39.90246722,28.57365449,24.2413344,499.17226,284.40921,9546651.9,33566.606,806.78152,12.0101
62,189.9882308,0.520192673,0.318162943,0.365071406,139.9278965,0.264337811,0.431895174,0.229272006,0.430336488,0.070553885,0.536203753,0.222545567,0.60603812,205.9882308,264.237354,57.87865902,62.15472878,34.92396187,57.06141902,98.83048556,19.72542321,21.06037869,92.25384116,14.85454957,25.73822136,11.00905795,500.14447,230.02549,7495531.6,32585.656,801.02313,17.212413
179,184.8177993,0.251205346,0.360539593,0.37914798,75.82278894,0.367075737,0.564499182,0.477493722,0.555565841,0.292887708,0.697328117,0.266452618,0.49384365,200.8177993,252.8133822,85.92007113,88.49529664,46.40082931,71.3564737,46.42721924,7.806930029,15.67576431,63.99186697,34.58970614,32.8530058,19.82449171,499.14648,269.31384,9052996.2,33615.043,823.15293,15.723402
63,182.358122,0.152849156,0.576523571,0.372414138,99.58237605,0.402183176,0.543373601,0.413570974,0.426496041,0.365415718,0.525069041,0.410059799,0.28266452,198.358122,293.4873749,96.95249944,65.42068698,59.01784232,79.73664593,27.87328512,5.645905976,7.315222138,28.6071921,33.80986187,21.12667447,23.95076717,499.1418,309.53927,10890537,35183.056,726.23786,27.867708
64,195.270934,0.282632961,0.724234763,0.215935587,64.02608961,0.204046573,0.472798556,0.238430663,0.301090033,0.656339566,0.629012451,0.405809554,0.4098782,211.270934,283.6910368,109.8324736,38.6294514,28.94309192,67.06435629,55.19000225,6.164759298,4.522223817,53.74077845,259.0068041,31.15036163,15.20421644,499.14177,269.9826,10022450,37122.577,751.77363,36.103973
65,193.5425952,0.491277439,0.703088233,0.459110945,231.2058876,0.346812225,0.252775354,0.548702065,0.712459986,0.463292637,0.604741892,0.402930123,0.412913257,209.5425952,337.7172029,53.25565769,29.23377961,58.56222736,42.6832928,95.0831105,26.77593505,28.00125706,144.6500287,120.2785636,18.43160078,10.08627845,499.12737,227.15128,7984716.8,35151.537,679.86586,4.10E-06
66,188.9915123,0.463876563,0.516653191,0.523851263,112.8628371,0.335232269,0.428472718,0.360207192,0.573313505,0.441918712,0.582161411,0.377354214,0.343106803,204.9915123,210.8109211,48.24471338,48.97404199,35.33531165,45.1633642,87.66873309,21.00126469,17.62359773,138.7379441,126.6446211,14.1586382,16.45233551,500.17368,208.9453,6371950.2,30495.782,858.35074,4.73E-06
67,194.5252733,0.319607054,0.756433516,0.644025755,240.4693938,0.253325337,0.325866787,0.720123724,0.579392284,0.928707107,0.67671283,0.497252307,0.395467404,210.5252733,334.6983563,47.11448124,32.23690679,42.39378699,54.53353902,62.17164953,11.64537739,3.191874036,143.8299228,284.4337195,16.72362238,15.11700176,500.17439,243.3409,9252648.9,38023.402,670.20257,1.37E-06
68,180.1567373,0.14430186,0.380122746,0.493069845,108.6303407,0.442034236,0.551231287,0.530893332,0.645570161,0.434497055,0.535699485,0.407249009,0.411388222,196.1567373,299.750629,78.14824372,95.56014419,66.25002021,82.61596253,25.99695231,7.792289001,7.804850327,31.7375245,25.07149464,26.16874618,31.40801476,499.11736,315.61931,10995002,34836.278,720.37488,33.338432
69,186.6195315,0.155431103,0.661379771,0.572881395,103.8211932,0.420004314,0.481257559,0.563231353,0.446910773,0.501570179,0.649979729,0.377183534,0.5424616,202.6195315,238.4601269,67.31946685,53.3709678,50.07714099,57.38036925,29.00647956,4.537420652,8.143026791,64.81981992,63.88369842,32.81010338,18.74533275,500.18363,264.1522,9038287.6,34216.212,844.77405,10.512365
70,182.9191386,0.151816375,0.546984656,0.382061858,101.9911328,0.375290172,0.554537584,0.546487265,0.445519293,0.381700728,0.607103059,0.415148397,0.318176566,198.9191386,293.7361246,95.87249591,70.28488585,55.1181404,81.44386047,27.77012048,4.860969851,9.383320377,33.12250941,35.7809154,23.56296339,26.13061871,500.18572,307.90838,10918077,35458.85,729.49389,31.209718
